680653058|NCT01539226|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|210927289
680653059|NCT01539226|OG001|Outcome|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|210927289
680653060|NCT01539226|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|210927290
680653061|NCT01539226|OG001|Outcome|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|210927290
680653062|NCT01539226|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|210927291
680653063|NCT01539226|OG001|Outcome|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|210927291
680653064|NCT01539226|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|210927292
680653065|NCT01539226|OG001|Outcome|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|210927292
680653066|NCT01539226|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|210927293
680653067|NCT01539226|OG001|Outcome|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|210927293
680653068|NCT01539226|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|210927294
680653069|NCT01539226|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|210927295
680653070|NCT01539226|OG001|Outcome|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|210927295
680653071|NCT01539226|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|210927296
680653072|NCT01539226|OG001|Outcome|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|210927296
680653971|NCT01539226|EG000|Reported Event|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|
680653972|NCT01539226|EG001|Reported Event|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|
680654145|NCT01539226|FG000|Participant Flow|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|
680654146|NCT01539226|FG001|Participant Flow|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|
680654330|NCT01539226|BG000|Baseline|Placebo Vaginal Ring|"Vaginal Ring containing 0.0 mg Dapivirine~Placebo Vaginal Ring: Dapivirine Vaginal Ring containing 0.0 mg of dapivirine"|
680654331|NCT01539226|BG001|Baseline|Dapivirine Vaginal Ring|"Vaginal Ring containing 25mg of Dapivirine~Dapivirine Vaginal Ring, 25 mg: Dapivirine Vaginal Ring containing 25 mg of dapivirine"|
680654332|NCT01539226|BG002|Baseline|Total|Total of all reporting groups|
681818398|NCT01617096|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal ring containing 25mg dapivirine~Dapivirine Vaginal Ring: Dosage form: vaginal ring Dosage: 25mg Frequency: monthly Duration: 12 months"|211279335
681818399|NCT01617096|OG001|Outcome|Placebo Ring|"Vaginal ring containing no drug substance~Placebo Ring: Vaginal ring containing no drug substance"|211279335
681818400|NCT01617096|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal ring containing 25mg dapivirine~Dapivirine Vaginal Ring: Dosage form: vaginal ring Dosage: 25mg Frequency: monthly Duration: 12 months"|211279336
681818401|NCT01617096|OG001|Outcome|Placebo Ring|"Vaginal ring containing no drug substance~Placebo Ring: Vaginal ring containing no drug substance"|211279336
681818402|NCT01617096|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal ring containing 25mg dapivirine~Dapivirine Vaginal Ring: Dosage form: vaginal ring Dosage: 25mg Frequency: monthly Duration: 12 months"|211279337
681818403|NCT01617096|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal ring containing 25mg dapivirine~Dapivirine Vaginal Ring: Dosage form: vaginal ring Dosage: 25mg Frequency: monthly Duration: 12 months"|211279338
681818404|NCT01617096|OG001|Outcome|Placebo Ring|"Vaginal ring containing no drug substance~Placebo Ring: Vaginal ring containing no drug substance"|211279338
681818405|NCT01617096|OG000|Outcome|Dapivirine Vaginal Ring|"Vaginal ring containing 25mg dapivirine~Dapivirine Vaginal Ring: Dosage form: vaginal ring Dosage: 25mg Frequency: monthly Duration: 12 months"|211279339
681818406|NCT01617096|OG001|Outcome|Placebo Ring|"Vaginal ring containing no drug substance~Placebo Ring: Vaginal ring containing no drug substance"|211279339
681818653|NCT01617096|EG000|Reported Event|Dapivirine Vaginal Ring|"Vaginal ring containing 25mg dapivirine~Dapivirine Vaginal Ring: Dosage form: vaginal ring Dosage: 25mg Frequency: monthly Duration: 12 months"|
681818654|NCT01617096|EG001|Reported Event|Placebo Ring|"Vaginal ring containing no drug substance~Placebo Ring: Vaginal ring containing no drug substance"|
681818821|NCT01617096|FG000|Participant Flow|Dapivirine Vaginal Ring|"Vaginal ring containing 25mg dapivirine~Dapivirine Vaginal Ring: Dosage form: vaginal ring Dosage: 25mg Frequency: monthly Duration: 12 months"|
681818822|NCT01617096|FG001|Participant Flow|Placebo Ring|"Vaginal ring containing no drug substance~Placebo Ring: Vaginal ring containing no drug substance"|
681819006|NCT01617096|BG000|Baseline|Dapivirine Vaginal Ring|"Vaginal ring containing 25mg dapivirine~Dapivirine Vaginal Ring: Dosage form: vaginal ring Dosage: 25mg Frequency: monthly Duration: 12 months"|
681819007|NCT01617096|BG001|Baseline|Placebo Ring|"Vaginal ring containing no drug substance~Placebo Ring: Vaginal ring containing no drug substance"|
681819008|NCT01617096|BG002|Baseline|Total|Total of all reporting groups|
681822935|NCT02858037|OG000|Outcome|HIV Open-label Prevention|"Following demonstration of safety and efficacy of the dapivirine vaginal ring in MTN-020, eligible MTN-020 participants will be offered enrollment into MTN-025, a trial designed to obtain additional safety and adherence data in women~MTN-020: NCT01617096 MTN-025: NCT02858037~Dapivirine Vaginal Ring: Dapivirine Vaginal Ring, 25 ring given monthly for at least one year."|211280547
